Id,Expression,Answer
3660,333+127,460
3661,746+857,1603
3662,93+655,748
3663,360+369,729
3664,280+397,677
3665,836+424,1260
3666,602+418,1020
3667,432+171,603
3668,774+229,1003
3669,815+164,979
3670,740+723,1463
3671,609+45,654
3672,556+431,987
3673,884+43,927
3674,732+144,876
3675,611+403,1014
3676,717+239,956
3677,964+187,1151
3678,691+454,1145
3679,372+358,730
3680,760+194,954
3681,996+279,1275
3682,600+142,742
3683,67+596,663
3684,475+438,913
3685,253+537,790
3686,741+573,1314
3687,669+867,1536
3688,86+347,433
3689,836+559,1395
3690,709+298,1007
3691,692+293,985
3692,108+400,508
3693,948+352,1300
3694,128+687,815
3695,415+423,838
3696,789+50,839
3697,882+0,882
3698,753+423,1176
3699,573+409,982
3700,617+596,1213
3701,69+340,409
3702,791+870,1661
3703,963+611,1574
3704,880+729,1609
3705,955+150,1105
3706,584+238,822
3707,789+405,1194
3708,418+611,1029
3709,271+177,448
3710,3+781,784
3711,709+326,1035
3712,339+750,1089
3713,783+663,1446
3714,877+89,966
3715,90+673,763
3716,209+798,1007
3717,2+996,998
3718,257+339,596
3719,381+35,416
3720,570+358,928
3721,807+585,1392
3722,682+540,1222
3723,316+31,347
3724,986+31,1017
3725,29+439,468
3726,124+877,1001
3727,37+71,108
3728,736+829,1565
3729,418+536,954
3730,443+882,1325
3731,817+356,1173
3732,674+816,1490
3733,594+556,1150
3734,577+156,733
3735,318+201,519
3736,709+970,1679
3737,338+304,642
3738,330+43,373
3739,14+441,455
3740,491+582,1073
3741,879+691,1570
3742,744+0,744
3743,890+189,1079
3744,957+5,962
3745,635+208,843
3746,679+638,1317
3747,750+305,1055
3748,722+194,916
3749,432+762,1194
3750,447+533,980
3751,606+637,1243
3752,10+803,813
3753,858+237,1095
3754,741+59,800
3755,346+663,1009
3756,509+795,1304
3757,350+517,867
3758,690+808,1498
3759,775+361,1136
3760,225+715,940
3761,83+526,609
3762,392+327,719
3763,217+670,887
3764,415+122,537
3765,602+496,1098
3766,165+693,858
3767,251+716,967
3768,175+120,295
3769,55+743,798
3770,139+108,247
3771,594+797,1391
3772,491+660,1151
3773,497+238,735
3774,897+569,1466
3775,41+919,960
3776,268+49,317
3777,305+712,1017
3778,408+677,1085
3779,119+624,743
3780,908+629,1537
3781,171+316,487
3782,835+22,857
3783,289+385,674
3784,10+860,870
3785,312+521,833
3786,165+273,438
3787,578+230,808
3788,942+522,1464
3789,534+813,1347
3790,464+42,506
3791,696+85,781
3792,238+481,719
3793,172+773,945
3794,582+670,1252
3795,431+642,1073
3796,1+798,799
3797,233+211,444
3798,348+551,899
3799,995+419,1414
3800,257+813,1070
3801,908+966,1874
3802,185+826,1011
3803,776+564,1340
3804,469+918,1387
3805,347+110,457
3806,227+579,806
3807,5+893,898
3808,916+649,1565
3809,214+596,810
3810,178+507,685
3811,155+86,241
3812,892+127,1019
3813,411+752,1163
3814,311+240,551
3815,802+799,1601
3816,9+94,103
3817,624+771,1395
3818,650+443,1093
3819,410+803,1213
3820,106+14,120
3821,800+750,1550
3822,369+411,780
3823,985+969,1954
3824,552+251,803
3825,635+406,1041
3826,943+665,1608
3827,305+705,1010
3828,809+687,1496
3829,293+831,1124
3830,164+936,1100
3831,584+722,1306
3832,451+513,964
3833,918+746,1664
3834,561+981,1542
3835,708+3,711
3836,20+764,784
3837,204+432,636
3838,61+683,744
3839,456+216,672
3840,243+228,471
3841,604+772,1376
3842,61+760,821
3843,554+663,1217
3844,67+43,110
3845,417+438,855
3846,41+262,303
3847,852+61,913
3848,704+201,905
3849,629+634,1263
3850,650+315,965
3851,645+855,1500
3852,300+713,1013
3853,655+231,886
3854,221+872,1093
3855,732+58,790
3856,313+364,677
3857,547+564,1111
3858,29+574,603
3859,693+90,783
3860,406+720,1126
3861,653+948,1601
3862,565+721,1286
3863,713+597,1310
3864,771+278,1049
3865,669+353,1022
3866,156+29,185
3867,444+271,715
3868,625+588,1213
3869,406+519,925
3870,299+123,422
3871,191+345,536
3872,712+551,1263
3873,611+525,1136
3874,337+137,474
3875,163+830,993
3876,178+857,1035
3877,153+858,1011
3878,155+638,793
3879,248+762,1010
3880,932+790,1722
3881,338+497,835
3882,799+165,964
3883,313+391,704
3884,882+682,1564
3885,422+740,1162
3886,441+111,552
3887,347+116,463
3888,781+335,1116
3889,822+982,1804
3890,381+140,521
3891,742+43,785
3892,290+202,492
3893,432+745,1177
3894,441+942,1383
3895,944+34,978
3896,957+76,1033
3897,142+755,897
3898,343+434,777
3899,537+148,685
3900,643+817,1460
3901,93+117,210
3902,504+458,962
3903,414+229,643
3904,800+853,1653
3905,984+443,1427
3906,670+942,1612
3907,892+673,1565
3908,890+135,1025
3909,284+481,765
3910,641+834,1475
3911,267+139,406
3912,490+782,1272
3913,972+998,1970
3914,572+267,839
3915,824+182,1006
3916,250+647,897
3917,934+106,1040
3918,826+791,1617
3919,152+179,331
3920,276+571,847
3921,848+27,875
3922,860+193,1053
3923,791+695,1486
3924,93+609,702
3925,662+141,803
3926,901+190,1091
3927,875+734,1609
3928,388+998,1386
3929,571+263,834
3930,996+793,1789
3931,708+56,764
3932,81+471,552
3933,837+924,1761
3934,201+597,798
3935,814+349,1163
3936,170+719,889
3937,910+569,1479
3938,587+504,1091
3939,155+812,967
3940,956+779,1735
3941,644+441,1085
3942,932+668,1600
3943,621+588,1209
3944,80+337,417
3945,198+180,378
3946,582+553,1135
3947,677+323,1000
3948,145+763,908
3949,642+844,1486
3950,646+659,1305
3951,722+261,983
3952,249+487,736
3953,268+935,1203
3954,148+430,578
3955,577+289,866
3956,316+792,1108
3957,605+959,1564
3958,714+577,1291
3959,658+611,1269
3960,584+580,1164
3961,337+608,945
3962,727+774,1501
3963,375+425,800
3964,491+511,1002
3965,727+120,847
3966,692+512,1204
3967,904+854,1758
3968,412+84,496
3969,701+907,1608
3970,36+138,174
3971,655+454,1109
3972,505+577,1082
3973,456+979,1435
3974,286+680,966
3975,162+594,756
3976,514+639,1153
3977,739+362,1101
3978,872+969,1841
3979,9+945,954
3980,262+279,541
3981,333+56,389
3982,649+217,866
3983,631+51,682
3984,896+860,1756
3985,711+356,1067
3986,240+896,1136
3987,682+501,1183
3988,230+60,290
3989,672+875,1547
3990,771+221,992
3991,511+721,1232
3992,251+34,285
3993,600+22,622
3994,910+341,1251
3995,715+546,1261
3996,695+820,1515
3997,901+955,1856
3998,384+50,434
3999,262+191,453
4000,563+603,1166
4001,584+512,1096
4002,869+459,1328
4003,850+869,1719
4004,508+802,1310
4005,255+452,707
4006,670+219,889
4007,466+29,495
4008,709+348,1057
4009,176+777,953
4010,557+80,637
4011,84+786,870
4012,833+188,1021
4013,829+904,1733
4014,180+123,303
4015,191+321,512
4016,205+318,523
4017,802+997,1799
4018,791+359,1150
4019,152+743,895
4020,242+344,586
4021,919+459,1378
4022,183+641,824
4023,328+510,838
4024,651+225,876
4025,612+166,778
4026,214+943,1157
4027,766+601,1367
4028,797+452,1249
4029,680+427,1107
4030,941+910,1851
4031,500+235,735
4032,661+221,882
4033,56+710,766
4034,32+355,387
4035,103+574,677
4036,387+226,613
4037,745+927,1672
4038,932+825,1757
4039,733+820,1553
4040,338+42,380
4041,983+20,1003
4042,436+71,507
4043,814+344,1158
4044,56+325,381
4045,0+851,851
4046,395+842,1237
4047,958+834,1792
4048,266+483,749
4049,285+558,843
4050,595+436,1031
4051,546+369,915
4052,355+84,439
4053,850+801,1651
4054,732+580,1312
4055,980+545,1525
4056,22+528,550
4057,970+161,1131
4058,312+828,1140
4059,67+676,743
4060,385+446,831
4061,296+354,650
4062,297+71,368
4063,504+862,1366
4064,387+623,1010
4065,965+765,1730
4066,141+862,1003
4067,135+351,486
4068,826+406,1232
4069,942+915,1857
4070,271+107,378
4071,497+447,944
4072,154+643,797
4073,336+139,475
4074,505+335,840
4075,655+264,919
4076,906+946,1852
4077,645+1,646
4078,892+201,1093
4079,376+983,1359
4080,871+292,1163
4081,806+204,1010
4082,575+818,1393
4083,973+776,1749
4084,407+391,798
4085,328+436,764
4086,550+325,875
4087,560+832,1392
4088,666+160,826
4089,738+516,1254
4090,337+337,674
4091,501+42,543
4092,703+892,1595
4093,244+360,604
4094,820+526,1346
4095,576+331,907
4096,822+178,1000
4097,337+514,851
4098,334+465,799
4099,540+741,1281
4100,172+795,967
4101,723+643,1366
4102,67+79,146
4103,171+249,420
4104,903+178,1081
4105,193+51,244
4106,391+721,1112
4107,498+330,828
4108,857+516,1373
4109,772+491,1263
4110,717+434,1151
4111,667+928,1595
4112,173+536,709
4113,231+138,369
4114,529+90,619
4115,556+481,1037
4116,799+112,911
4117,576+602,1178
4118,880+504,1384
4119,917+845,1762
4120,616+649,1265
4121,336+908,1244
4122,75+659,734
4123,877+819,1696
4124,85+561,646
4125,73+476,549
4126,203+803,1006
4127,495+862,1357
4128,463+544,1007
4129,628+895,1523
4130,529+527,1056
4131,409+711,1120
4132,517+297,814
4133,174+818,992
4134,597+62,659
4135,710+650,1360
4136,324+847,1171
4137,143+169,312
4138,990+159,1149
4139,27+0,27
4140,748+385,1133
4141,589+331,920
4142,469+901,1370
4143,894+905,1799
4144,418+662,1080
4145,68+629,697
4146,788+879,1667
4147,626+659,1285
4148,214+145,359
4149,417+191,608
4150,249+323,572
4151,160+832,992
4152,433+888,1321
4153,279+739,1018
4154,103+782,885
4155,763+94,857
4156,850+609,1459
4157,989+590,1579
4158,648+287,935
4159,57+992,1049
4160,76+15,91
4161,682+331,1013
4162,280+777,1057
4163,42+322,364
4164,325+77,402
4165,30+651,681
4166,354+419,773
4167,351+275,626
4168,45+120,165
4169,950+946,1896
4170,748+694,1442
4171,732+933,1665
4172,252+935,1187
4173,154+261,415
4174,923+79,1002
4175,100+909,1009
4176,170+632,802
4177,853+289,1142
4178,896+371,1267
4179,408+488,896
4180,822+612,1434
4181,27+71,98
4182,223+233,456
4183,887+131,1018
4184,37+877,914
4185,786+465,1251
4186,616+751,1367
4187,320+710,1030
4188,242+191,433
4189,745+580,1325
4190,557+134,691
4191,317+252,569
4192,384+730,1114
4193,827+309,1136
4194,767+724,1491
4195,87+232,319
4196,853+840,1693
4197,197+681,878
4198,840+769,1609
4199,791+870,1661
4200,178+555,733
4201,563+257,820
4202,799+465,1264
4203,178+24,202
4204,350+445,795
4205,753+401,1154
4206,617+48,665
4207,830+96,926
4208,851+641,1492
4209,425+54,479
4210,745+390,1135
4211,293+310,603
4212,323+9,332
4213,543+74,617
4214,923+827,1750
4215,610+737,1347
4216,730+267,997
4217,596+716,1312
4218,928+139,1067
4219,167+729,896
4220,59+122,181
4221,77+592,669
4222,674+997,1671
4223,214+940,1154
4224,975+80,1055
4225,303+594,897
4226,119+476,595
4227,111+51,162
4228,980+704,1684
4229,726+505,1231
4230,441+626,1067
4231,948+135,1083
4232,573+193,766
4233,107+713,820
4234,99+926,1025
4235,224+355,579
4236,171+983,1154
4237,90+219,309
4238,752+188,940
4239,947+728,1675
4240,859+257,1116
4241,244+954,1198
4242,941+47,988
4243,925+568,1493
4244,901+802,1703
4245,293+741,1034
4246,913+959,1872
4247,26+228,254
4248,290+616,906
4249,98+130,228
4250,286+145,431
4251,400+740,1140
4252,996+695,1691
4253,240+775,1015
4254,978+873,1851
4255,969+186,1155
4256,835+715,1550
4257,870+811,1681
4258,525+243,768
4259,988+489,1477
4260,623+319,942
4261,785+98,883
4262,99+860,959
4263,741+752,1493
4264,705+10,715
4265,696+400,1096
4266,43+817,860
4267,318+958,1276
4268,284+245,529
4269,36+951,987
4270,360+467,827
4271,26+49,75
4272,13+14,27
4273,179+96,275
4274,191+551,742
4275,945+993,1938
4276,753+830,1583
4277,247+966,1213
4278,172+930,1102
4279,310+895,1205
4280,317+813,1130
4281,576+614,1190
4282,840+693,1533
4283,721+945,1666
4284,648+647,1295
4285,389+86,475
4286,319+531,850
4287,113+790,903
4288,794+113,907
4289,668+77,745
4290,81+849,930
4291,527+89,616
4292,711+153,864
4293,185+516,701
4294,586+565,1151
4295,293+785,1078
4296,288+724,1012
4297,898+74,972
4298,205+561,766
4299,218+687,905
4300,725+989,1714
4301,128+797,925
4302,992+899,1891
4303,114+328,442
4304,404+521,925
4305,235+54,289
4306,777+800,1577
4307,32+593,625
4308,597+697,1294
4309,451+997,1448
4310,939+816,1755
4311,480+225,705
4312,216+88,304
4313,967+339,1306
4314,223+676,899
4315,326+39,365
4316,525+800,1325
4317,78+598,676
4318,962+830,1792
4319,177+341,518
4320,456+323,779
4321,320+117,437
4322,519+157,676
4323,652+291,943
4324,451+326,777
4325,532+414,946
4326,690+462,1152
4327,685+942,1627
4328,300+916,1216
4329,697+92,789
4330,584+172,756
4331,889+549,1438
4332,694+279,973
4333,91+335,426
4334,772+997,1769
4335,91+958,1049
4336,982+86,1068
4337,687+661,1348
4338,639+953,1592
4339,427+196,623
4340,44+578,622
4341,156+452,608
4342,185+171,356
4343,340+770,1110
4344,434+861,1295
4345,895+863,1758
4346,350+501,851
4347,70+284,354
4348,760+379,1139
4349,41+430,471
4350,927+559,1486
4351,293+678,971
4352,400+502,902
4353,997+850,1847
4354,325+581,906
4355,531+919,1450
4356,859+865,1724
4357,684+228,912
4358,287+238,525
4359,759+576,1335
4360,525+734,1259
4361,32+273,305
4362,758+923,1681
4363,815+403,1218
4364,162+364,526
4365,406+815,1221
4366,484+124,608
4367,651+996,1647
4368,858+938,1796
4369,143+882,1025
4370,861+490,1351
4371,428+884,1312
4372,376+447,823
4373,188+142,330
4374,809+864,1673
4375,741+581,1322
4376,7+195,202
4377,745+253,998
4378,121+594,715
4379,41+295,336
4380,387+177,564
4381,582+300,882
4382,594+89,683
4383,30+667,697
4384,213+715,928
4385,10+254,264
4386,89+811,900
4387,300+913,1213
4388,425+910,1335
4389,833+664,1497
4390,370+445,815
4391,852+56,908
4392,145+979,1124
4393,55+804,859
4394,324+248,572
4395,225+799,1024
4396,949+57,1006
4397,76+985,1061
4398,824+122,946
4399,868+103,971
4400,182+836,1018
4401,990+69,1059
4402,654+320,974
4403,555+220,775
4404,889+244,1133
4405,371+370,741
4406,138+598,736
4407,963+525,1488
4408,740+983,1723
4409,638+897,1535
4410,751+402,1153
4411,229+636,865
4412,436+761,1197
4413,373+107,480
4414,867+619,1486
4415,952+727,1679
4416,707+691,1398
4417,30+31,61
4418,456+945,1401
4419,292+0,292
4420,733+95,828
4421,329+218,547
4422,247+655,902
4423,635+501,1136
4424,183+18,201
4425,94+309,403
4426,130+198,328
4427,29+689,718
4428,524+867,1391
4429,100+843,943
4430,426+145,571
4431,555+336,891
4432,831+129,960
4433,16+856,872
4434,224+887,1111
4435,266+765,1031
4436,620+682,1302
4437,798+526,1324
4438,837+908,1745
4439,583+90,673
4440,350+842,1192
4441,235+415,650
4442,653+636,1289
4443,491+681,1172
4444,605+420,1025
4445,536+148,684
4446,822+685,1507
4447,402+506,908
4448,65+450,515
4449,903+864,1767
4450,565+899,1464
4451,202+214,416
4452,945+467,1412
4453,741+177,918
4454,42+577,619
4455,482+462,944
4456,958+699,1657
4457,517+911,1428
4458,172+451,623
4459,471+961,1432
4460,685+245,930
4461,123+850,973
4462,714+615,1329
4463,884+353,1237
4464,615+95,710
4465,907+548,1455
4466,180+884,1064
4467,307+516,823
4468,950+219,1169
4469,43+407,450
4470,255+984,1239
4471,219+697,916
4472,557+894,1451
4473,148+3,151
4474,843+41,884
4475,160+572,732
4476,921+302,1223
4477,232+815,1047
4478,906+658,1564
4479,175+412,587
4480,302+597,899
4481,16+808,824
4482,791+557,1348
4483,772+61,833
4484,847+364,1211
4485,157+433,590
4486,454+301,755
4487,249+562,811
4488,89+704,793
4489,814+639,1453
4490,462+332,794
4491,757+807,1564
4492,79+573,652
4493,286+491,777
4494,233+186,419
4495,887+950,1837
4496,485+140,625
4497,323+326,649
4498,497+645,1142
4499,335+730,1065
4500,31+124,155
4501,930+919,1849
4502,731+968,1699
4503,902+850,1752
4504,276+635,911
4505,933+544,1477
4506,688+956,1644
4507,926+698,1624
4508,990+887,1877
4509,463+700,1163
4510,699+15,714
4511,25+238,263
4512,664+627,1291
4513,474+838,1312
4514,525+721,1246
4515,566+578,1144
4516,460+115,575
4517,335+558,893
4518,601+344,945
4519,608+552,1160
4520,186+530,716
4521,84+785,869
4522,899+860,1759
4523,356+1,357
4524,503+463,966
4525,462+684,1146
4526,32+354,386
4527,622+790,1412
4528,387+7,394
4529,204+164,368
4530,551+543,1094
4531,0+61,61
4532,218+670,888
4533,309+922,1231
4534,35+834,869
4535,333+700,1033
4536,865+913,1778
4537,234+722,956
4538,18+697,715
4539,445+3,448
4540,191+190,381
4541,959+674,1633
4542,381+786,1167
4543,639+967,1606
4544,839+779,1618
4545,157+267,424
4546,678+356,1034
4547,956+797,1753
4548,955+533,1488
4549,23+240,263
4550,327+331,658
4551,896+344,1240
4552,864+471,1335
4553,245+985,1230
4554,779+371,1150
4555,604+269,873
4556,684+391,1075
4557,35+810,845
4558,362+77,439
4559,364+753,1117
4560,788+896,1684
4561,540+327,867
4562,90+950,1040
4563,427+895,1322
4564,77+974,1051
4565,783+961,1744
4566,874+316,1190
4567,51+938,989
4568,283+211,494
4569,851+622,1473
4570,569+598,1167
4571,897+279,1176
4572,96+826,922
4573,198+74,272
4574,430+920,1350
4575,732+97,829
4576,956+929,1885
4577,584+71,655
4578,457+732,1189
4579,263+147,410
4580,765+123,888
4581,927+348,1275
4582,539+112,651
4583,185+31,216
4584,990+103,1093
4585,984+83,1067
4586,483+929,1412
4587,745+945,1690
4588,119+230,349
4589,712+653,1365
4590,206+76,282
4591,831+453,1284
4592,53+611,664
4593,637+799,1436
4594,308+889,1197
4595,770+84,854
4596,879+535,1414
4597,561+808,1369
4598,526+257,783
4599,598+219,817
4600,851+974,1825
4601,599+696,1295
4602,840+161,1001
4603,582+203,785
4604,429+596,1025
4605,457+783,1240
4606,845+953,1798
4607,971+557,1528
4608,683+245,928
4609,103+251,354
4610,26+989,1015
4611,207+900,1107
4612,235+559,794
4613,774+493,1267
4614,869+193,1062
4615,646+455,1101
4616,373+717,1090
4617,476+221,697
4618,967+348,1315
4619,868+337,1205
4620,553+57,610
4621,824+658,1482
4622,164+220,384
4623,383+906,1289
4624,222+987,1209
4625,943+46,989
4626,0+809,809
4627,168+289,457
4628,873+513,1386
4629,509+713,1222
4630,253+693,946
4631,236+653,889
4632,816+242,1058
4633,545+35,580
4634,67+836,903
4635,565+384,949
4636,462+865,1327
4637,719+691,1410
4638,477+338,815
4639,662+319,981
4640,647+421,1068
4641,713+617,1330
4642,295+554,849
4643,493+770,1263
4644,858+793,1651
4645,568+320,888
4646,317+274,591
4647,530+513,1043
4648,157+210,367
4649,541+495,1036
4650,0+548,548
4651,986+210,1196
4652,519+588,1107
4653,336+641,977
4654,894+113,1007
4655,380+825,1205
4656,66+469,535
4657,805+361,1166
4658,377+558,935
4659,746+115,861
4660,888+498,1386
4661,676+106,782
4662,275+100,375
4663,618+895,1513
4664,986+587,1573
4665,145+740,885
4666,683+149,832
4667,766+57,823
4668,710+461,1171
4669,588+309,897
4670,106+84,190
4671,620+174,794
4672,327+591,918
4673,639+77,716
4674,630+942,1572
4675,569+10,579
4676,805+366,1171
4677,122+408,530
4678,616+194,810
4679,249+709,958
4680,522+952,1474
4681,990+328,1318
4682,180+79,259
4683,973+297,1270
4684,167+130,297
4685,325+848,1173
4686,688+286,974
4687,471+601,1072
4688,434+255,689
4689,4+37,41
4690,254+521,775
4691,375+758,1133
4692,658+842,1500
4693,846+300,1146
4694,98+73,171
4695,159+263,422
4696,239+482,721
4697,275+896,1171
4698,663+828,1491
4699,216+183,399
4700,885+547,1432
4701,828+558,1386
4702,363+383,746
4703,251+579,830
4704,567+931,1498
4705,541+106,647
4706,713+939,1652
4707,213+536,749
4708,371+723,1094
4709,955+351,1306
4710,151+48,199
4711,549+202,751
4712,961+184,1145
4713,632+485,1117
4714,113+483,596
4715,314+615,929
4716,684+542,1226
4717,921+897,1818
4718,361+823,1184
4719,201+834,1035
4720,466+634,1100
4721,585+968,1553
4722,550+992,1542
4723,806+1,807
4724,258+500,758
4725,836+177,1013
4726,840+923,1763
4727,863+252,1115
4728,425+832,1257
4729,649+394,1043
4730,572+69,641
4731,739+440,1179
4732,333+666,999
4733,362+625,987
4734,470+503,973
4735,652+168,820
4736,975+989,1964
4737,798+675,1473
4738,435+677,1112
4739,467+161,628
4740,543+871,1414
4741,175+226,401
4742,14+517,531
4743,804+60,864
4744,373+628,1001
4745,521+672,1193
4746,853+889,1742
4747,114+703,817
4748,670+834,1504
4749,395+322,717
4750,889+937,1826
4751,977+195,1172
4752,222+21,243
4753,448+735,1183
4754,548+803,1351
4755,382+849,1231
4756,336+193,529
4757,460+903,1363
4758,916+635,1551
4759,904+69,973
4760,149+944,1093
4761,207+348,555
4762,848+187,1035
4763,773+390,1163
4764,139+736,875
4765,335+572,907
4766,87+819,906
4767,966+574,1540
4768,633+877,1510
4769,919+235,1154
4770,735+437,1172
4771,28+525,553
4772,144+113,257
4773,473+699,1172
4774,379+668,1047
4775,912+299,1211
4776,607+474,1081
4777,884+965,1849
4778,726+684,1410
4779,809+628,1437
4780,462+402,864
4781,973+506,1479
4782,709+924,1633
4783,663+655,1318
4784,900+807,1707
4785,688+661,1349
4786,276+68,344
4787,844+168,1012
4788,457+55,512
4789,300+217,517
4790,773+56,829
4791,378+801,1179
4792,182+947,1129
4793,369+229,598
4794,322+116,438
4795,535+426,961
4796,105+489,594
4797,818+784,1602
4798,370+399,769
4799,208+841,1049
4800,966+959,1925
4801,455+380,835
4802,701+948,1649
4803,793+401,1194
4804,846+759,1605
4805,251+703,954
4806,964+273,1237
4807,995+39,1034
4808,764+289,1053
4809,50+111,161
4810,484+587,1071
4811,797+17,814
4812,124+700,824
4813,303+562,865
4814,176+464,640
4815,660+972,1632
4816,443+816,1259
4817,847+11,858
4818,851+53,904
4819,627+619,1246
4820,857+732,1589
4821,964+674,1638
4822,131+120,251
4823,834+722,1556
4824,669+832,1501
4825,371+632,1003
4826,266+767,1033
4827,277+407,684
4828,993+180,1173
4829,363+775,1138
4830,658+99,757
4831,930+125,1055
4832,853+776,1629
4833,773+20,793
4834,608+169,777
4835,623+645,1268
4836,869+519,1388
4837,781+717,1498
4838,660+309,969
4839,865+812,1677
4840,981+710,1691
4841,587+540,1127
4842,621+181,802
4843,983+351,1334
4844,758+200,958
4845,182+614,796
4846,417+821,1238
4847,359+251,610
4848,443+924,1367
4849,58+593,651
4850,578+814,1392
4851,71+646,717
4852,149+273,422
4853,642+928,1570
4854,567+918,1485
4855,350+414,764
4856,927+758,1685
4857,471+799,1270
4858,705+581,1286
4859,502+505,1007
4860,862+403,1265
4861,418+551,969
4862,942+307,1249
4863,598+217,815
4864,504+589,1093
4865,604+43,647
4866,118+508,626
4867,662+837,1499
4868,342+29,371
4869,605+835,1440
4870,379+960,1339
4871,137+96,233
4872,360+72,432
4873,201+30,231
4874,431+581,1012
4875,206+405,611
4876,974+673,1647
4877,86+183,269
4878,472+699,1171
4879,269+424,693
4880,475+949,1424
4881,814+689,1503
4882,743+584,1327
4883,993+532,1525
4884,807+414,1221
4885,14+109,123
4886,600+803,1403
4887,154+647,801
4888,153+205,358
4889,213+38,251
4890,131+105,236
4891,589+14,603
4892,832+965,1797
4893,563+587,1150
4894,204+415,619
4895,513+372,885
4896,696+820,1516
4897,166+465,631
4898,174+930,1104
4899,338+652,990
4900,502+213,715
4901,782+883,1665
4902,607+739,1346
4903,542+207,749
4904,501+612,1113
4905,912+526,1438
4906,24+171,195
4907,478+509,987
4908,510+889,1399
4909,588+818,1406
4910,183+881,1064
4911,149+977,1126
4912,581+997,1578
4913,642+758,1400
4914,920+981,1901
4915,282+139,421
4916,404+449,853
4917,227+127,354
4918,379+443,822
4919,121+49,170
4920,622+19,641
4921,960+503,1463
4922,205+414,619
4923,795+779,1574
4924,758+198,956
4925,278+131,409
4926,683+126,809
4927,416+658,1074
4928,502+178,680
4929,325+279,604
4930,316+683,999
4931,457+487,944
4932,552+270,822
4933,184+514,698
4934,332+149,481
4935,186+319,505
4936,926+813,1739
4937,118+883,1001
4938,772+949,1721
4939,334+371,705
4940,480+267,747
4941,785+36,821
4942,445+621,1066
4943,164+331,495
4944,318+43,361
4945,841+536,1377
4946,108+171,279
4947,456+158,614
4948,489+48,537
4949,180+909,1089
4950,828+545,1373
4951,190+126,316
4952,63+147,210
4953,161+937,1098
4954,767+75,842
4955,400+617,1017
4956,664+29,693
4957,93+381,474
4958,344+942,1286
4959,743+366,1109
4960,712+444,1156
4961,894+70,964
4962,777+71,848
4963,596+573,1169
4964,657+953,1610
4965,34+867,901
4966,569+650,1219
4967,550+978,1528
4968,566+431,997
4969,568+957,1525
4970,197+524,721
4971,977+63,1040
4972,222+464,686
4973,499+966,1465
4974,396+416,812
4975,463+985,1448
4976,182+388,570
4977,148+161,309
4978,222+254,476
4979,594+239,833
4980,923+582,1505
4981,892+159,1051
4982,689+358,1047
4983,122+970,1092
4984,909+115,1024
4985,809+652,1461
4986,938+226,1164
4987,638+405,1043
4988,151+77,228
4989,377+754,1131
4990,545+849,1394
4991,176+758,934
4992,382+328,710
4993,303+541,844
4994,929+313,1242
4995,576+979,1555
4996,51+427,478
4997,673+818,1491
4998,966+89,1055
4999,944+947,1891
5000,680+885,1565
5001,494+690,1184
5002,741+482,1223
5003,52+679,731
5004,317+835,1152
5005,683+133,816
5006,94+674,768
5007,374+552,926
5008,474+633,1107
5009,968+260,1228
5010,792+914,1706
5011,541+509,1050
5012,541+573,1114
5013,2+599,601
5014,161+205,366
5015,872+155,1027
5016,896+628,1524
5017,865+200,1065
5018,743+148,891
5019,375+567,942
5020,490+966,1456
5021,776+877,1653
5022,238+504,742
5023,250+713,963
5024,523+224,747
5025,666+230,896
5026,740+569,1309
5027,212+871,1083
5028,753+947,1700
5029,414+871,1285
5030,374+219,593
5031,314+917,1231
5032,744+208,952
5033,172+616,788
5034,458+786,1244
5035,110+279,389
5036,783+709,1492
5037,619+516,1135
5038,173+654,827
5039,281+745,1026
5040,146+403,549
5041,359+624,983
5042,818+630,1448
5043,348+167,515
5044,854+346,1200
5045,510+82,592
5046,458+756,1214
5047,610+573,1183
5048,692+380,1072
5049,634+30,664
5050,987+553,1540
5051,469+541,1010
5052,584+458,1042
5053,765+827,1592
5054,269+13,282
5055,508+922,1430
5056,992+973,1965
5057,732+149,881
5058,926+870,1796
5059,18+614,632
5060,816+910,1726
5061,971+747,1718
5062,544+664,1208
5063,47+782,829
5064,554+281,835
5065,442+497,939
5066,812+489,1301
5067,809+158,967
5068,924+229,1153
5069,667+16,683
5070,220+883,1103
5071,925+46,971
5072,850+93,943
5073,316+698,1014
5074,464+865,1329
5075,420+696,1116
5076,428+712,1140
5077,869+373,1242
5078,441+783,1224
5079,156+773,929
5080,504+359,863
5081,796+922,1718
5082,71+457,528
5083,956+672,1628
5084,679+401,1080
5085,519+573,1092
5086,664+86,750
5087,683+420,1103
5088,208+762,970
5089,489+838,1327
5090,73+340,413
5091,162+54,216
5092,542+168,710
5093,379+282,661
5094,476+494,970
5095,306+263,569
5096,82+370,452
5097,752+17,769
5098,243+414,657
5099,862+696,1558
5100,428+448,876
5101,220+194,414
5102,593+930,1523
5103,594+184,778
5104,783+868,1651
5105,922+190,1112
5106,702+150,852
5107,734+487,1221
5108,916+660,1576
5109,854+452,1306
5110,991+508,1499
5111,571+623,1194
5112,384+483,867
5113,758+956,1714
5114,115+151,266
5115,527+391,918
5116,17+127,144
5117,169+197,366
5118,338+620,958
5119,918+866,1784
5120,421+354,775
5121,324+854,1178
5122,64+380,444
5123,345+709,1054
5124,539+110,649
5125,290+551,841
5126,776+38,814
5127,368+142,510
5128,945+304,1249
5129,12+49,61
5130,155+872,1027
